instagram_comments,offensive,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
#forabolsonaro #forabolsominionsestupidos #lulapresopolitico #amazoniaficabolsonarosai #amazoniafica,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Branco fazendo branquice. Quando o escandinavo resolve salvar o mundo, sai da frente que lá vem discurso grandioso, em inglês perfeito. Que preguiça.",True,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False
#FORAQUADRILAPTNUNCAMAIS,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Dá medo em saber Q essas mentes maquinan o mal...falam bonito mais negam sua eficácia,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Se organizar direitinho, cabe todo mundo num camburão só!",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Só gente boa! SQN!!!!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
"Se gritar pega ladrao, nao fica um",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Isso é um arrastão? 👎👎👎👎👎👎,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Belo disfarce hein bandidagem 😁,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tira esse ameba do Wellington Dias daí. Governador vira casaca,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Tomou ridícula!😂😂😂😂,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Prostitutazinha da #globolixo vai se LASCAR,True,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
#globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pilantra,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
😂😂😂PALHAÇA 🤡🤡🤡,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Esquerdista mentirosa , saia daí antes de ser demitida se liberte dos Comunista marinho .",True,3,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Cala essa boca vocês não canção de passar vergonha 😡😡😡😡😡,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo 😤😤😤😤😤😤,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Amo ver a Globolixo pagar mico kkkk,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo #globosta,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Crie vergonha com tantas mentiras,True,1,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Incompetente ela sempre foi!,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Ridícula!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Globo lixo,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#foraglobolixo,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Eu esperava tudo nessa vida, menos a Globo passar tanta vergonha! Que jornalistas tendenciosas, não escapam um. Todos com viés ideológico contra o Governo Federal, que até agora não fez nada de bom para essa emissora lixo.",True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Globo ridícula !!!!!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
😂😂😂😂😂 vai se fuder globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Toma sua FDP! Ahahahahahahaaa,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Adoram fazer papel de bobos 🤡,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Globosta sempre passando vergonha,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Se deu mal...globolixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Está idiota só faz cagada.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Globo lixo falida,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo,True,3,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Lixo 😂😂😂,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Cadelinha de estimação da lixo,True,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Deixou a tola sem argumentos 😆😆😆😆,True,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False
#globolixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Vcs não tem vergonha de mentir desta forma,",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
É Globo é uma vergonha. #globolixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
😂😂😂😂😂😂 jornazista,True,3,False,False,False,False,False,False,False,False,False,True,False,True,False,False
Vergonha alheia da porra,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A Globo e sua trupe de apresentadores não cansam de passar recibo de idiotas desonestos da desinformação. Aí tomam invertida ao vivo!🤣🤣🤣🤣,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Vergonha ! Globolixo sempre contra o governo,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Inbecil essa jornalista,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Todo dia essa esquerda quer desmoralizar nosso governo. 🇧🇷💚🙏🇧🇷🙏🏿,True,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False
@leilaneneubarth para de disseminar lixo... parece q passar vergonha p vc se tornou rotina🤪🤪🤪,True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chata pra caramba. Tá velhota e horrível.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
🤣🤣🤣🤣🤣 #GLOBOLIXO 💩💩💩💩💩💩💩,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Kkkkkkkkk GloboLixo ja virou chacota!,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Ridicula e fraca jornalidta global.Cultura alguma.Conhecimento algum.Repete o que lhe mandam.Falta de caráter,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Se fodeu,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Essa calhorda já está enrugada de tanto mentir e de pagar mico contra o governo Bolsonaro! Quando será que vai tomar vergonha na cara?,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Não cansam de passar vergonha!! #GloboLixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"E a #Globolixo passa vergonha de novo! 😂 Eee novela chata, que não acaba nunca..aff!!!",True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Essa zero já era para ter aposentado e parar de fazer jornalismo parcial e@mentiroso,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Rsrsrsrs Globo sem globolixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
#Globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Isso passou dos limites, porque a Globo não é punida?deveria ser, só fala as notícias distorcidas e falsas.",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lixo de profissional,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,True
"Isso está ficando ridículo, estes jornalistas não tem vergonha? Afff.🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️",True,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False
A Globo é um.lixo hoje falou o tempo todo acusando o Bolsonaro..Cadê os 19 governadores da esquerda do Nordeste??,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO GLOBOLIXO,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"😂😂😂😂😂 cortaram ele na hora kkkk nem deixaram ele continuar explicando, Globolixo",True,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False
#globolixo,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Globo e um lixo,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
O Leilane cala essa boca suja greluda,True,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Não tem jeito pra essa gentalha da Globosta!,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
A ânsia de atacar nosso Presidente é insana. qual a dificuldade desta gente em respeitar os resultados das urnas? que vão para o inferno. Tem que respeitar meu voto sim.,True,2,False,False,False,False,False,False,False,False,False,True,False,True,False,False
#globolixo #globolixotraidoradapatria,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Como sempre atrapalhando o teu pai. Nunca vi tanto filho atrapalhando o próprio pai como presidente da República. #calaabocaeduardobolsonaro,True,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Ai5 é meus ovos , entrevista de qualidade de gente sem cérebro🍊🍊🍊🍊🍊🍊🍊🍊",True,3,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Falou em inglês nessa entrevista aí ? Burro 😂😂😂,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Minha ideologia é o Brasil, deixa o povo ficar em silêncio...A esquerda toma conta e os oportunistas .",True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Filho da puta,True,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Adorei o quem é fã do Queiroz 😂😂 A esquerdalha ñ desiste!!!!,True,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Uma das mais privilegiadas mentes do meio jornalístico. Não trouxe o rancor da globolixo. Parabéns Leda.,True,2,False,False,False,False,False,False,False,False,False,True,False,False,True,False
