text,offensive
Coloca esse jornalista dentro dessa cadeia.,1
Eu só digo a Sra e maior que esses idiotas fique em paz seu coraçăo é puro,1
"Essa imprensa suja e nojenta, criminosa, estamos fartos disso.",1
"@user é um lixo, não serve nem para usar como jornal para meu cachorro fazer xixi. 🤮🤮🤮",1
Marginal safado🇧🇷🇧🇷,1
Essa revista é de quinta categoria. Não serve nem pra fazer fogueira.,1
"Revistas de políticas brasileiras tipo a carta capital são uma vergonha nacional, lixo puro.",1
"Parece que se a mulher é de direita ela não merece ser respeitada segundo jornais de Esquerda, pois não hesitaram nem um minuto em massacrar a mulher",1
"Aos idiotas, O SILÊNCIO!",1
Misericórdia quem foi esse monstro que escreveu isso um ser podre dessa tem que ser preso retirado urgente da sociedade isso é um monstro,1
"E os esquerdopatas! Chamam essa mulher de maluca, com certeza é inveja.",1
Jornalistas podres👏👏👏👏🇧🇷🇧🇷🇧🇷 💓💓💓❤️,1
Eu não consigo acreditar que a canalhice deles atingiu níveis tão grandes 😓,1
Gente esse cara deve envergonhar até o Satanás.,1
Amada Damares coloca o nome deste maldito que assim podemos saber quem o monstro!!! Mas também ele que vá pro inferno !! O IMPORTANTE É QUE NÓS ESTAMOS COM A SENHORA!!!!! GRANDE MINISTRA DAMARES!!!! A cada dia que passa mais Apaixonada pelo Nosso Presidente Bolsonaro e sua Equipe!!!!!🇧🇷❤️😍,1
Ainda tem gente que defende um ser insignificante que escreve algo assim. . Esse energúmeno só possui merda na cabeça 😡,1
"São as HIENAS carregadas de perversidade e sem nenhum respeito por pela dor dos outros. Não passam de lixos! Não merecem se quer,um segundo de atenção. Tamo com a senhora,ministra! Estamos do teu lado sempre. 🙏",1
A pessoa que escreveu isso é um ser em trevas. Jesus tenha piedade desse ser que um dia vai chorar lágrimas de arrependimento.,1
"Eu me pergunto: por que não processam e tornam a vida destas publicações um inferno ? Isso é um absurdo regular ! A senhora tem direito a defesa, ministra ! Pese e enquadre esse marginal na lei que ampara a mulher. Agora ...se não fizer nada, a gente vai ficar passando raiva e se solidarizando com a senhora e vai acabar aí. O imbecil vai acabar saindo vitorioso por que nada lhe aconteceu. Isso é impunidade ! Deus a abençoe e a fortaleça.",1
Mal feitores vão queimar no zinfa dos infernos 😈raças de viboras,1
que horror! cadeia é pouco pra esse canalha!,1
M I S E R Á V E I S. Vão pagar muito bem... a hora de cada um vai chegar.,1
Quem escreveu isso contra a ministra é uma verdadeira bicha enrustida um tremendo cortador de madeira pelo furico 💩💩💩,1
Essa é a mesma mente de um canalha chamado lula. É assim que ele ver uma mulher,1
Nojentos 🤮🤮🤮🤮,1
Que nojo ver esse cachaceiro falar,1
Louco de pedra. Tem que voltar pra cadeia URGENTE.,1
Fdpta,1
É um canalha esse Lula,1
Nós é que não vamos desistir. Vamos continuar nossa luta. Essa corja nunca mais vai ter o governo nas garras. Desistir jamais!!! 🇧🇷,1
"Bandido corrupto pensando dar lição de moral com sua imoralidade, verdadeira desgraça para a humanidade. Acorda pequena parcela de cegos e surdos que não enxergam a realidade. Segue firme nosso Presidente Bolsonaro.",1
Governo de milícia 🍊,1
"Este cara é um escroto, a besta fera em pessoa",1
"Essa besta humana é o câncer do País, tem q voltar p jaula, urgentemente! E viva o Presidente Bolsonaro 🇧🇷😎🙏",1
"Lulaladrão NAO me impressiona, mas esses HaddadS todos com conhecimento e estudo ouvir essas boboseiras e apoiar é de dar nojo!!! 🤑",1
Somos todos Brasil! Lula aqui não tem vez! Psicopata,1
Como pode ser tão canalha esse Lula,1
"Continua a ser o canalha terrorista de sempreSe tivessem colocado esse molusco numa prisão comum, duvido que estaria tão o mesmo👹👹",1
"Esse Lula é um doido, não consigo entender que tem gente que ainda da crédito.",1
"Louco, louco. Prendam esse desequilibrado comunista",1
"Esse ta precisando ser internado , isso não é normal ..lixo",1
"E se eles fizerem isso conseguem, porque do outro lado escuta tudo com medinho. Bando de bunda mole!!!!!",1
"É só isto que ele faz o discurso , é um cretino ladrão corrupto 🤮🤮🤮👎",1
Esse cara tinha q estar preso em presídio d segurança máxima(sem internet) p não falar m.... 😡🤬,1
"Nunca deveriam ter soltado esse marginal , inimigo da pátria",1
Estamos juntos contra esse homem inútil e baderneiro.,1
E o Aras? Até agora só demonstrou ser petista defensor do Toffoli é Lula livre.,1
Velho comunista safado,1
O cara é o tempo todo excitando a violência acabou de sair da cadeia o tempo todo em palanque fazendo política mas o bom que a confiança no bolsonaro está cada dia aumentando,1
"Esse verme do lula é um monstro,quem é ele pra ousar a pronunciar o nome do Juiz @user @user @user verme ele só quer discórdia,guerra,sangue..Quando esse verme,rato de esgoto volta pro lugar que ele tem que apodrecer..Isso solto é um perigo pra sociedade..",1
Bandido NOJENTO asqueroso.,1
"ESSE CANALHA SAI DA CADEIA E EM MENOS DE 10 MINUTOS DESPEJA SEU ÓDIO, SUA AGRESSÃO E CONVIDA SEUS SEGUIDORES A ATACAR? O GOVERNO PRECISA SER MAIS RIGOROSOCOM ESSE VAGABUNDO. NESSA SUA SAIDINHA NÃO REPAREI A PRESENÇA DOS SEUS FILHOS PARA RECEPCIONÁ-LO.",1
Que absurdo. É muita petulância desse presidiário.,1
"Ele deve ser preso por incitação a violência , bandido",1
MISERAVEL E ISSO QUE ELE.QUE GUERRA SIVIL.NO BRASIL .TEM QUE FICAR PRESO ESSE INFELIZ.,1
Estamos juntos contra esse bandido terrorista,1
Ladrão filho da puta,1
Se acontecer o que esse marginal quer culpa dos safados do stf,1
Infelizmente aínda existem pessoas cegas que não enxergam a verdade e querem que esse crápula volte ao poder pra terminar de destruir o país porque o que ele já fez não foi suficiente pra eles acordar glória a Deus pela vida só Bolsonaro que ele conserve o com muita saúde pra que cada dia mais ele mude essa trajetória do país,1
Amém que Deus cubra de bençãos vcs e que dê dicertimento pra poder lidar com todas essas afronta dos esquerdista.,1
Eu não aguento mais olhar essa cara lavada do luladrão,1
Bandido!! 👹 Deus nós livre desse capeta em carne e osso.,1
Esse lixo... Um verdadeiro canalha...,1
"Leva ele pra junto do Adélio , está louco kkkkkk",1
"E ainda por cima é rebelde, frustado, revoltado, isso é as piores qualidades de um ser humano Deus tem misericórdia de nós.🙌🙌",1
Isso é incitar o ódio devia ser preso só poriço,1
"PT VERGONHA MUNDIAL! TENHO VERGONHA DE TER TUDO UM PRESIDENTE LIXO COMO ESSE CARA CHAMADO LULA, NÃO RESPEITA NINGUÉM É NÃO MERECE NOSSO RESPEITO! É APENAS UM CONDENADO EM LIBERDADE PROVISÓRIA!",1
Vagabundo! Déspota! Demiurgo!,1
"Lula, foda-se.",1
"Esse terrorista é problemático e não sabe o que diz,mas, faz merda que é um campeão.Nojento....",1
"Temos que calar a boca deste idiota, sai fora idiota vc tá procurando e vai achar.",1
"Povo deveria resistir mesmo , fazer igual Chile botar fogo no luladrão STF na corrupção seria ótimo começando por eles que é patrimônio de bosta!😂😂😂😎😎🇧🇷 ele.quer joga ele na Paulista",1
Esse maldito deve ser preso,1
"Esse Lula é um canalha, bandido, corrupto e falastrão! Tristesa ver um povo iludido sendo enganado por este verme! Porquê não prendem ele de novo por incitação a violência? Por calúnia e difamação de um Ministro Integro como o Moro? Tem que haver uma forma de levar esse bandido de volta pra cadeia!",1
"Jamais desistir! Este país é nosso. Este canalha convoca abertamente os marginais para apoiá-lo em uma revolução, quando diz que não suporta ver a polícia oprimir jovens que roubam celulares. Que tamanho absurdo! O Brasil vai crescer e ser uma grande potência mundial.",1
Devia ter vergonha em falar a palavra honra,1
O ladrão do Lula quer fazer do nosso país o q Stálin fez com a antiga URSS. 54 anos no poder. Não vamos permitir! Estamos com Bolsonaro!,1
💩💩💩💩💩💩 desgraçado,1
Que nojo dessa ladrao!,1
"Esse cara deveria estar preso, ele vai da trabalho estando solto ,pois ele é um bandido perigoso, com certeza irá tentar fazer igual no Chile. Cuidado isso e cobra venenosa.",1
Não vale apena ver este marginal e repúdio o que ele fale o lugar dele é a penitenciária.,1
Tem que acabar com este verme e expulsar comunistas,1
"Esse que é o bandido ladrão do Lula é terrorista que quer conseguir o PODER na marra, isso foi que esse maldito STF fez com o nosso Brasil. E tem mais uma coisa que esse STF está recebendo ordem do maldito PT, porque a maioria dos Ministros são PETISTAS e seu Presidente foi advogado do PT.",1
"Presidente manda este traste para Chile,nao queremos o Lula mais aqui já estamos cansados dele.",1
Nojooooo,1
Canalha comunista,1
Lixos! 💚🇧🇷💛,1
esse cara tá desequilibrado lulalouco,1
"Deus nós acuda, este Lula só incentiva o que é ruim, que homem nojento",1
"Como pode, esse verme, estar solto???",1
Recuperar o país???? Logo ele que o detonou?!!! Anti Cristo!!!,1
Este vagabundo so saiu da cadeia pra cair e vomtar pra lá de vez!,1
Canalhas 👿😈👿👿👿👿👿,1
É UM MARGINAL!,1
Como pode ter idiotas escutando esse corrupto do PT?,1
Vermelha tá a bunda desses vermes !!!!!!,1
Uma desgraça dessa incitando o ódio,1
Este criminoso tem que voltar prisão 😱😱,1
SEGURANÇA NACIONAL JÁ PRA PRENDER ESSE TERRORISTA!!! 👊🇧🇷,1
"Vagabundo, safado! ...incentivando o vandalismo. 😡",1
Tu ta doído rato,1
"INCENTIVADO À GUERRA, VOLTA ESSE HOMEM PARA CADEIA. DEMÔNIO CHEFE 😝😝",1
Esse terrorista tem que voltar pra CADEIA.,1
Esse CANALHA já devia ter voltado para a cadeia de segurança máxima.,1
Esse Lula é retardado,1
Moro coloca este bandido na cadeia por favor . Cadê os filhos dele que não apareceu pra encontrar o pai ?🤡🤡🤡🤡,1
"Esse velho maldito tem que voltar pra cadeia, lá é o lugar desse safado.",1
"Deus, que nus livra desse demônio do Lula, lulárapio e na cadeia",1
"A gente tem que enforcar esse marginal em praça pública para que sirva de exemplo aos seus seguidores, esse sujeito além de marginal é terrorista !!!",1
Esse homem é o demônio,1
Vagabundo desordeiro!,1
Esse Lula tá mostrando a cara esse bandido @user,1
"A gente recuperar esse país ele quer dizer a corja Ptralha né? vão abrir as portas da cadeia pra tirar os outros ?e arquivar processos e investigações sobre os q estão soltos?inocente ou BURRO vc hein Lula ,acha que o cidadão de bem vai aceitar VCs de volta no poder ??? de quem idolatra BANDIDO",1
LULA é ladrão.,1
Isss aí @user 👏👏👏👏(Carniça humana!!!!! Lula)!!!!!,1
Prenda esse bandido,1
Não vou acionar o áudio porque não aguento a voz e o conteúdo dito pelo carniça.,1
Filho do diabo,1
Sem palavras pra esse canalha que quer provocar a baderna 😡😡😡,1
O bom é saber que ele esta com 74 anos e em breve capota.,1
Loucos adorando e idolatrando um loco..... Affff....quanta tolice e cegueira desse povo. Muito triste...😔😢😭 Acorda BRASIL! 🇧🇷💚💛💙 Estamos sobre Nova Direção. Brasil Acima de Tudo e Deus Acima de Todos❣️ 🤗🙏🏻🙌🏼🙌🏼,1
É uma questão de honra cortar a cabeça dessas cobras . Olho por olho! Dente por dente!!!,1
"Deus da misericórdia, livrai-nos desse mal!!! Eu não mereço nem ouvir a voz dele. Senhor tende piedade de nós!!!O cara enlouqueceu, a sede de poder dele, já matou muita gente!!!",1
Mete bala nesses bandidos !,1
"Um condenado chamando ministro desta palavra tão ofensiva, ao meu ver já deveria estar preso por desacato a autoridades e muitas outras coisas !!!",1
Esse calhorda nunca mais terá a força que nosso Brasil tem hoje 👏🏻👏🏻👏🏻👏🏻,1
"Esse desgraçado incentivando guerra civil. Exército fica de olho, bandidos tem q está na cadeia. Esse partido sempre incentivou guerrilhas, são uns, pilantras miseráveis.",1
"Ainda bem, q esses bandidos não estão mais no poder.",1
Esse BANDIDO LADRÃO...NUNCA era.pra ter sido solto...pois um VAGABUNDO DESSE NÃO TEM CAPACIDADE DE TOMAR CONTA NEM DE UM GALINHEIRO... IMAGINA DE UM PAIS. ACORDA BRASIL...NOSSA BANDEIRA É VERDE E AMARELA... NÃO VERMELHA DO COMUNISMO. 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷💓💓💓🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,1
Bradileiros acordem contra os comunistas,1
Tem que prender esse sujeito,1
Luladrão é o encardido! Esse cara é insuportável e não desiste! Louco! Ridículo!,1
Bandido porque te tiraram da cadeia? Volta pra lá já ###,1
Não dê força pra esse demônio! Tem que cair no esquecimento!,1
"Você precisa e voltar para cadeia para que povo onrrado concerto o país que você derrui sim temo que seguir o exzemplo do povo da Bolívia te expulsar do país, embusteiros de merda kkk",1
Tem que prender esse maluco,1
Tem que jogar esse lixo de volta para a cadeia,1
"E você está mais do que provado que nunca foi Prezidente e o chefe de uma faquicao criminosso Reubou, matou, daquio o país inteiro, vai casar sapos mas por favor devolva todo nosso dinheiro que vocês saquearam destruiu-o 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷d🇧🇷🇧🇷🙏🙏🙏👏",1
"@user olha esse vídeo, desse vagabundo, o que a esquerda quer para nosso país!! Gostaria muito que visse, não seja enganada 😘",1
"Rapaz um ladrão vagabundo, sem moral desse, lixo falando uma coisa dessa do MORO HOMEM DIGNP E HONRADO!!",1
"Esse trevoso saiu da cadeia só para estigar o ódio ,a revolta e o caus no Brasil,mas não conseguirá,Deus no comando do nosso presidente 🙏🇧🇷🇧🇷🇧🇷🇧🇷",1
Cretino!!!,1
Já estou levantado capeta,1
O grupo pra fazer você ir pra o iferno,1
Fdup,1
Quanto nojo🤮,1
Otario,1
Bandido gay enrustido! Pedófilo de merda!,1
Charlatão..🤮,1
"Nesse desgoverno, eitores do Bozo terão que defender o indefensável ...",1
O deus desse ser sub-humano está em putrefação!,1
Só os cvcardes combinam com esse expediente!,1
Tropa virtual...Que comédia essa esquerda 😂😂😂,1
Vergonha falso profeta...políticos bandidos..,1
"Marquinho que parece gostar do verbo espancar, mmm?",1
Ser escrotoD+,1
Hipócritas,1
Esse pastor é um RATO!,1
Sepulcro caiado😈,1
E se diz pastor um endomoniado desse.,1
Esse Feliciano é um sujo carniceiro!,1
Um homem de Deus que nem o diabo quer .,1
Pastor mequetrefe que incentiva a violência....só fala asneira....vá trabalhar.....gosta de aparecer.,1
Lixo ou melhor chorume do lixo bosonarista,1
Essa bancada é do ☠️👹👺,1
Coloca o satã no caminho desse pastor Feliciano bandido.,1
Que vergonha! Esse senhor envergonha o evangelho de Cristo!,1
Típico fariseu!,1
A cara dele é de demônio,1
Nojo,1
Pastor do demo,1
Meu Deus!o homem que fala de Jesus? que hipócrita.,1
Não sei como esse cara nao foi preso ainda,1
"Essa tal pastor, que se diz deputado é muito baixo, ridículo.",1
Esse é um falso moralista pasator de satã.,1
quem tem que baixar a bola e tu Demoníaco...esse deserto de ideias que vc chama cabeça deve estar a serviço do bem de seus eleitores não convocando milícias das profunda dos infernos!,1
"O CAPIROTO cansado de derrotas resolveu atacar fantasiado na pele de líderes religiosos, infiltrado em Igrejas frequentadas por gente de fé e do bem, em sua maioria. Vejam quanta pregação de ódio, ira, maldades, luxúria e apego ao dinheiro (só falam em dinheiro!) sai da boca dessa gente.",1
Pastor do inferno,1
Pastor miliciano🙌,1
O chamado crente do demônio né,1
Vagabundo,1
Bandidagem pura,1
Vagabundo,1
E o petê?-desfoca o gado.,1
"Mais é muito safado uma criatura deste , se eu fosse evangélica pedia o pastor para expulsar este indivíduo, nunca vi uma pessoa que se diz de Deus, pregar a discórdia,.. quem pega o dinheiro público e colocar nos dentes para ter sorriso congate , enquanto muitos pobres passando fome , este indivíduo não tá nem aí , imagine o que ele seja , covarde''",1
Falso profeta....Isso eu sempre soube...Nunca gostei da tua cara.,1
Tenho pavor desse cara,1
Falou o representante de Cristo no congresso! - mequetrefe do caralho!,1
Palavriado e atitudes bem adequadas a um pastor. Jagunço cafajeste!,1
Pastorzinho de meia tijela!,1
Sem vergonha,1
Jesus só serve na hora de tirar dinheiro dos incautos,1
